;Rank;CCA3;Country;Capital;Continent;Area (km²);Density (per km²);Growth Rate;World Population Percentage;Growth from 1970 to 2020;value;Year
239;206;BMU;Bermuda;Hamilton;North America;54;1188.5926;1.0;0.0;1.2309156269824488;64184;2022
240;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;45434;1970
241;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;50106;1980
242;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;55599;1990
243;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;56184;2000
244;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;56351;2010
245;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;55895;2015
246;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;56026;2020
247;208;GRL;Greenland;Nuuk;North America;2166086;0.0261;1.004;0.0;1.2331293744772638;56466;2022
248;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;44968;1970
249;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;43097;1980
250;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;40636;1990
251;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;45461;2000
252;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;47403;2010
253;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;47790;2015
254;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;47642;2020
255;211;KNA;Saint Kitts and Nevis;Basseterre;North America;261;182.5939;1.0011;0.0;1.059464508094645;47657;2022
256;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;5665;1970
257;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;7598;1980
258;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;11709;1990
259;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;18744;2000
260;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;29726;2010
261;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;36538;2015
262;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;44276;2020
263;212;TCA;Turks and Caicos Islands;Cockburn Town;North America;948;48.2099;1.0131;0.0;7.815710503089144;45703;2022
264;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;6260;1970
265;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;12243;1980
266;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;27845;1990
267;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;30489;2000
268;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;33034;2010
269;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;40205;2015
270;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;43621;2020
271;214;SXM;Sint Maarten;Philipsburg;North America;34;1299.2647;1.003;0.0;6.9682108626198085;44175;2022
272;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;5802;1970
273;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;7776;1980
274;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;28127;1990
275;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;29610;2000
276;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;36458;2010
277;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;35020;2015
278;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;32552;2020
279;220;MAF;Saint Martin;Marigot;North America;53;599.8302;0.9951;0.0;5.610479145122372;31791;2022
280;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;9581;1970
281;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;11109;1980
282;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;15617;1990
283;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;20104;2000
284;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;27556;2010
285;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;29366;2015
286;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;30910;2020
287;221;VGB;British Virgin Islands;Road Town;North America;151;207.3179;1.0059;0.0;3.2261768082663607;31305;2022
288;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;6283;1970
289;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;6560;1980
290;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;8316;1990
291;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;11047;2000
292;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;13172;2010
293;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;14525;2015
294;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;15585;2020
295;224;AIA;Anguilla;The Valley;North America;91;174.2527;1.0066;0.0;2.4805029444532867;15857;2022
296;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;2417;1970
297;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;2983;1980
298;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;5168;1990
299;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;7082;2000
300;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;8988;2010
301;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;9643;2015
302;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;10681;2020
303;228;BLM;Saint Barthelemy;Gustavia;North America;21;522.2381;1.0098;0.0;4.419114604882085;10967;2022
304;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;5537;1970
305;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;6106;1980
306;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;6324;1990
307;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;6274;2000
308;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;6052;2010
309;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;5978;2015
310;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;5906;2020
311;229;SPM;Saint Pierre and Miquelon;Saint-Pierre;North America;242;24.2231;0.9964;0.0;1.066642586238035;5862;2022
312;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;11402;1970
313;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;11452;1980
314;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;10805;1990
315;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;5138;2000
316;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;4938;2010
317;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;5059;2015
318;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;4500;2020
319;230;MSR;Montserrat;Brades;North America;102;43.0392;0.9939;0.0;0.39466760217505703;4390;2022
